id;message;target
5333;Municipalidad: campaña gratuita de descarte de anemia este sábado.;spam
5334;Muy bien, estamos conectados, ¿dónde están ustedes?;legit
5335;Muy bien, hermano, nos vemos luego.;legit
5336;Muy bien. Pero no le digas que espere, se está volviendo complaciente...;legit
5337;Muy bueno, si por favor!;legit
5338;Nada del otro mundo, tranquilo en casa. ¿Algún plan para el Super Bowl?;legit
5339;Nada especial... ¿Qué pasa contigo y dónde estás?;legit
5340;Nada más que decirte que te lo preguntarías porque estás bien... Pero ayer fuimos a Mt Faber... Ayer ya salimos, mamá, así que hoy no saldré... Solo llámame...;legit
5341;Nada más... Un poco aburrido también... Entonces, ¿por qué no te vas temprano a casa a dormir hoy?;legit
5342;Nada realmente, solo asegurarme de que todos estén al día.;legit
5343;"Nada se puede comparar al conocimiento adquirido a lo largo de un año, excepto Lumosity Premium. Pásate a Premium hoy y ahorra un 35 %.
AHORRA UN 35 %";legit
5344;Nada será fácil jamás. Pero no busques excusas para no arriesgarte en la vida y el amor.;legit
5345;Nada, recibí un mensaje de ese número desconocido.;legit
5346;Nada, solo recibo mensajes por este nombre con diferentes números.;legit
5347;Nada, te estoy enviando un SMS. Lo siento, pero nunca nos conocimos en persona, pero más o menos te conocemos. Así que, si quieres conocerlos, pídeme que te acompañe a nuestra próxima reunión.;legit
5348;Nada. ¿Puedo...?;legit
5349;Nada. Quise decir que una vez que el dinero ingrese a tu cuenta, el banco eliminará su tarifa plana. Alguien transfirió $$ a mi cuenta y se eliminaron $$. Así que los bancos difieren y las comisiones también. Asegúrate de confiar en la persona de 9ja a la que le envías los datos de la cuenta.;legit
5350;Nadie de Mercado Libre te va a solicitar este dato. No lo compartas. Tu código de seguridad es 146838;spam
5351;Nadie le pone a su pene el nombre de una chica, esta historia no tiene sentido en absoluto.;legit
5352;Nadie puede decidir dónde comer y papá quiere comida china.;legit
5353;Nan sonathaya soladha. ¿Por qué jefe?;legit
5354;"Natalie (20/F) te invita a ser su amiga. Responde SÍ-165 o NO-165. Verla: www.SMS.ac/u/natalie2k9 ¿Basta? Envía ""Basta de amistad"" al 62468.";spam
5355;Natalja (25/F) te invita a ser su amiga. Responde SÍ-440 o NO-440. Verla: www.SMS.ac/u/nat27081980 ¿Basta? Envía STOP FRND al 62468.;spam
5356;Necesitaba convencerlo de que no es posible sin herir sus sentimientos, es lo principal.;legit
5357;Necesitas mas GIGAS? 👀 Activa 1.5 GB por 10 dias a solo S/10. Adquiere el paquete en cl4ro.pe/1.5GB;spam
5358;Necesitas mas megas? Tenemos un regalo especial para ti, ingresa aqui http://smvst.com/caplJjlr50NlYJc;spam
5359;"Necesitas mis regalos siempre porque no puedes perder el amor. \jeevithathile irulinae neekunna prakasamanu snelegit\"" prakasam ennal prabha 'Ese mns prabha es'AMOR' Entendido. No me extrañes....""";legit
5360;Necesitas saldo para llamar? Responde P y te prestamos S/2 para que sigas comunicado. Luego, se cobrara S/0.50 de tu proxima recarga;legit
5361;Necesito detalles sobre ese trabajo en línea.;legit
5362;Necesito que estés en mis brazos fuertes...;legit
5363;Necesito un octavo pero estoy fuera del campus en este momento, ¿podría recogerlo en una o dos horas?;legit
5364;Necesito volver a casa y darte un poco de buen amor...;legit
5365;Necesito...Porque nunca he ido antes;legit
5366;Nena: ¡Me quieres, cariño! Soy una guarrilla y me gustan los tipos sucios. ¿Te apetece pasar un buen rato con una zorra sexy? ¿Qué tal si nos lo montamos despacio y duro? Txt XXX Despacio (4 mensajes);spam
5367;Neshanth...dime quién eres?;legit
5368;Netflix GRATIS 1 mes por aniversario. Entra ya;spam
5369;Netflix: Su cuenta será suspendida si no verifica sus datos aquí: http://netflix-oficial.pe/6994;spam
5370;Ni los feriados nos detienen! Cambia en Cocos y Lucas estos dias y gana hasta S/150 con el cupon PRIMERCOCO. Ingresa a cocosylucasbcp.com y cambia al toque!;spam
5371;Ni siquiera mi hermano quiere hablar conmigo. Me tratan como si tuviera algo;legit
5372;Ni una gota en el tanque;legit
5373;Nimbomsons. Sí, el teléfono lo sabe. Obviamente, porque es una palabra real.;legit
5374;Ningún mensaje... ninguna respuesta... ¿qué pasó?;legit
5375;Ninguno [con voz firme], estoy estudiando. ¡Todo bien! Aunque no sé si se solucionará. En fin. Que tengas unas vacaciones estupendas.;legit
5376;No * estoy trabajando en lo de llamarte, pero tengo la casa llena de niños gritones, así que * ¡me estoy arrancando los pelos! Te quiero.;legit
5377;No abras buzones para desfogar las lluvias, evita atoros. Ante aniegos, llama a tu empresa de agua, si no responde, escribe al WhatsApp 16143180;spam
5378;No abras buzones para desfogar lluvias. Ante aniegos, llama o escribe al WhatsApp 16143180;legit
5379;No amigo, no es falso. Mis amigos tienen dinero, por eso te recomiendo. Si te unes con mi enlace de correo, recibirás <#> rs y recibiré <#> rs. Puedo retirar mi cuenta cuando sea <#> rs.;legit
5380;No antes del jueves;legit
5381;No busques el amor, deja que el amor te encuentre. Por eso se llama enamorarse, porque no te fuerzas, simplemente te enamoras y sabes que hay alguien que te sostiene... BSLVYL;legit
5382;No chikku nt todavía... Sí, soy libre;legit
5383;No completaste tu idea principal, oh.;legit
5384;No conduzco... ¡Llueve! Me pillarán en la estación de metro.;legit
5385;No conozco los detalles de la cuenta. Le preguntaré a mi mamá y te los enviaré. Mi mamá está fuera de alcance ahora.;legit
5386;No contestes la llamada cuando hay algo importante que contar. Hrishi;legit
5387;No contrates o recibas chips de telefonia movil en la calle. Esta prohibido. Por tu seguridad, no entregues tu huella dactilar a un desconocido;spam
5388;No contrates o recibas chips de telefonia movil en la calle. Esta prohibido. Por tu seguridad, no entregues tu huella dactilar a un desconocido;spam
5389;No creeras los premiazos de este #JuevesEntel! Participa por un televisor Xiaomi o drone DJI Mavic. Inscribete aqui: www.entel.pe/wts FIN 28/09;spam
5390;No creo que lo deje ya... Mmm, ¿podemos ir a bailar jazz? Yogasana oso puede... Podemos quedar con ellos después de nuestras clases...;legit
5391;No creo que necesites la tarjeta amarilla para viajar al Reino Unido. Pregúntale a alguien que ya haya viajado. Si lo haces, solo cuesta $10.;legit
5392;No creo que pueda hacer una caminata tan larga con mi familia en la ciudad, lo siento.;legit
5393;No creo que sea una mala decisión entre nosotros.;legit
5394;No cuentas con saldo suficiente para llamar. Conoce como prestarte saldo aqui: cl4ro.pe/na.sms.portalcompras;spam
5395;No cuentas con saldo suficiente para navegar! Conoce como recargar aqui: cl4ro.pe/na.fm.portalrecar;spam
5396;No cuentas con saldo. Recuerda que Claro te puede prestar MB para navegar, conoce mas en MiClaro: cl4ro.pe/comprasmiclaro;spam
5397;No cuentas con saldo. Recuerda que Claro te puede prestar MB para navegar, conoce mas en MiClaro: cl4ro.pe/na.inp.appmiclaro AmericaMovilPeruSAC RUC20467534026;spam
5398;No curso. Solo matemáticas, un día, un capítulo, y en un mes podemos terminarlo.;legit
5399;No da si lo ejecutas se activa la version completa da.;legit
5400;No da. Me alegro de que nos sentemos juntos.;legit
5401;No da... Vijay va a hablar en Jaya TV.;legit
5402;No da..hoy también lo olvidé..;legit
5403;No da:) él es estúpido da... siempre envía mensajes así :) no creas ninguno de esos mensajes. Pandy está loco :);legit
5404;No dejes de estar conectado! 📲 Activa 1.5 GB por 10 dias a solo S/10. Adquiere el paquete en cl4ro.pe/1.5GB;spam
5405;No dejes de navegar! Hemos renovado tu bono de 10GB. En Movistar valoramos tu preferencia!;legit
5406;No dejes de navegar! Hemos renovado tu bono de 50 GB por ser Movistar Total;legit
5407;No dejes escapar esta oferta! 120 GB por solo S/39.90/mes y 2 recibos GRATIS. Llama al 0800 236 25 o visita www.onlinemovistar.com/mar17plai . Actua ahora!;spam
5408;No dejes pasar esta oferta secreta. Solo para seleccionados;spam
5409;No dejes pasar esta oferta secreta. Solo para seleccionados.;spam
5410;No dejes pasar esta oportunidad, descubre como mejorar la velocidad de tu internet hogar a un super precio! Aqui http://smvst.com/mhogarJdtlDOcmm2a;spam
5411;No dejes pasar! 50% dto. por SIEMPRE al migrar tus otras lineas a Entel Empresas(dto. incluye tus lineas Entel actuales). +Info: en tu tienda Entel o al 123;spam
5412;No dejes que estudiar te estrese. L8r.;legit
5413;NO DEJES QUE SE CORTE TU LINEA por llevar varios sin recargar! RECARGA HOY desde S/3 y llevate un BONO ADICIONAL de 30GB x 3 dias y vuelve a conectarte!;spam
5414;No dijo nada. Está enojado conmigo, ¿por qué se lo dijiste a Abi?;legit
5415;No directamente detrás... Aproximadamente 4 filas detrás de Ì_...;legit
5416;No empaques lo que puedas comprar en cualquier tienda, como cereales. Si tienes que empacar comida, lleva gari o algo que vayas a extrañar.;legit
5417;NO ENCIENDAS FUEGO AL AIRE LIBRE Y MENOS CERCA DE PLANTACIONES FORESTALES O PASTIZALES, YA QUE EL FUEGO PUEDE SALIRSE DE CONTROL. DEFENSA CIVIL, TAREA DE TODOS;spam
5418;NO ENCIENDAS FUEGO AL AIRE LIBRE Y MENOS CERCA DE PLANTACIONES FORESTALES, BOSQUES, PASTIZALES U OTRAS. DEFENSA CIVIL, TAREA DE TODOS;spam
5419;No entendí la segunda mitad de ese mensaje.;legit
5420;No entendí nada;legit
5421;No entiendo tu mensaje;legit
5422;No eres de este campus. ¿Estás en la biblioteca?;legit
5423;No es necesario que me compres el almuerzo. Yo como Maggi Mee.;legit
5424;No es necesario usar acceso telefónico para abrir el navegador y navegar...;legit
5425;No es que me hagas llorar. Es solo que cuando todo lo nuestro pasa encima de todo lo demás, me desespera. No entiendes cuántas veces lloro por mi lamentable vida.;legit
5426;No esperes mas para renovar HOY por tu nuevo celu al contado! Con #JuevesEntel puedes cambiarlo por uno con mas power. Restric: www.entel.pe/lvP;spam
5427;No esperes mas y dale mas power a tu plan! Cambiate HOY al Plan Entel Chip 39.90 Plus con APPs ILIMITADAS y 45GB de alta velocidad xAppMiEntel: www.entel.pe/pZi;spam
5428;No esperes mas y dale mas power a tu plan! Cambiate HOY al Plan Power 39.90 con APPs ILIMITADAS y 25GB de alta velocidad xAppMiEntel: www.entel.pe/pZi;spam
5429;No esperes mas y dale mas power a tu plan! Cambiate HOY al Plan Power 39.90 con APPs ILIMITADAS y 25GB de alta velocidad.Hazlo aqui: www.entel.pe/pZi;spam
5430;No esperes necesariamente que esté terminado antes de que regreses, porque recién ahora me estoy yendo.;legit
5431;No estaba bien nena, tengo los ganglios inflamados en la garganta... ¿Qué terminaste haciendo?;legit
5432;No estés triste... Se acabó... No lo pienses más. Concéntrate en tus otros papeles.;legit
5433;No estoy bromeando en serio, lo dije.;legit
5434;No estoy en casa ahora lei...;legit
5435;No estoy nada contento con lo que dices o haces.;legit
5436;No estoy ocupado, solo quiero irme tan temprano... Jeje...;legit
5437;No estoy seguro de tener estómago para ello...;legit
5438;No estoy seguro del menú de la noche... Solo sé del menú del mediodía.;legit
5439;No estoy seguro, solo estaba verificando lo que estaba sucediendo en el área.;legit
5440;No estoy trabajando, pero estoy hasta el cuello de filosofía, así que te escribiré más tarde cuando tenga un poco más de tiempo libre para charlar...;legit
5441;"No fumo mientras la gente use ""wylie fuma demasiado"" para justificar arruinar mi mierda.";legit
5442;No funciona después de <#> o qué;legit
5443;No funcionó otra vez. Bueno, buenas noches. Lo arreglaré y lo tendré listo para cuando despiertes. Te extraño mucho. Que duermas bien.;legit
5444;No gritar significa gritar.;legit
5445;No ha pasado gran cosa por aquí. Se siente muy tranquilo. Beth está con sus tías y Charlie trabaja mucho. Solo Helen y yo estamos aquí ahora mismo. ¿Cómo has estado?;legit
5446;No hables con él nunca, ok, es mi palabra.;legit
5447;No hace falta mucho. Solo estoy probando la tarjeta telefónica. No sé, la red no es buena, creo. Estoy esperando a que mis dos hermanas terminen de bañarse para poder bañarme. No te molestes mientras limpias tu habitación.;legit
5448;No hace falta que me digas nada. Sé que soy un forastero.;legit
5449;No hagas planes para el próximo fin de semana porque ella quiere que vayamos entonces, ¿de acuerdo?;legit
5450;No haré nada de.;legit
5451;No has visto mi Facebook, ¿eh? ¡Jajaja!;legit
5452;No hay dados, clase de arte del 6 al 9 :( gracias de todos modos. ¿Alguna idea de a qué hora debería venir mañana?;legit
5453;No hay disponibilidad para esa habitación hasta después del Día de Acción de Gracias sin recargo.;legit
5454;No hay excusa para no ir al cine! Recuerda que tambien tienes 2x1 en Cine Star y Movie Time. Canjea tus codigos HOY por AppMiEntel: www.entel.pe/MqV;spam
5455;No hay excusa para no ir al cine! Recuerda que tambien tienes 2x1 en Cine Star y Movie Time. Canjea tus codigos HOY por AppMiEntel: www.entel.pe/MqV;spam
5456;No hay foto. Por favor, reenvíela.;legit
5457;No hay mensajes en su teléfono. Lo tengo en la mano.;legit
5458;No hay necesidad de hacer nada... Estoy demasiado aburrido y de repente pienso en esto...;legit
5459;No hay otro San Valentín, ¿eh? La prueba está en tu página de Facebook. ¡Uf! ¡Me alegro tanto de no haber visto tu programa de RuPaul!;legit
5460;No hay otros cargos después de los cargos por transferencia y puedes retirar como quieras.;legit
5461;No hay problema con la renovación. La haré enseguida, pero no conozco sus datos.;legit
5462;No hay problema, cariño. ¿Es un buen momento para hablar? Llamé y dejé un mensaje.;legit
5463;No hay problema. ¿Cómo estás?;legit
5464;No hay problema. Hablamos luego.;legit
5465;No hay problema. Pasaremos mucho tiempo de calidad juntos...;legit
5466;No hay problema. Te lo enviaré a tu correo electrónico.;legit
5467;No hay sentido en mi pie y en mi pene.;legit
5468;No hay tiempo de descanso... ¿Cómo... salgo y recojo mis cosas?;legit
5469;No he agregado Ì_ todavía, ¿verdad?;legit
5470;No he comido en todo el día. Estoy aquí sentado mirando esta pizza jugosa y no puedo comerla. Estos medicamentos me están arruinando la vida.;legit
5471;No he comprado ahora porque acabo de llegar.;legit
5472;No he despertado desde entonces. Revisé la información y vi que no hay plazas disponibles. Por favor, llama a la embajada o envíales un correo.;legit
5473;No he encontrado otra app para tu teléfono, ¿eh? ¿Irás al cibercafé? ¿Aceptaste ese trabajo? ¡Caramba! Te necesito, nena. Tengo muchas ganas de verte...;legit
5474;No he esperado más como siempre... ¿Volverás pronto?;legit
5475;No he leído... ¿El próximo lunes puedo?;legit
5476;No he sabido nada y no me responde los mensajes, así que supongo que se ha descolgado. Dicho esto, el JB es fantástico.;legit
5477;No huyo de ti... Camino lentamente y me mata que no te importe lo suficiente como para detenerme...;legit
5478;No importa, está bien...;legit
5479;No importa, tómate tu tiempo.;legit
5480;No importa... Voy a usar mis zapatillas deportivas de todos modos... Voy a llegar tarde, je.;legit
5481;No jugaron ni un solo día el año pasado, a pesar de que tienen un equipo muy bueno, como India.;legit
5482;No la veo;legit
5483;No le entendi bien;legit
5484;No le gusta sorprenderse mucho, ¿eh? Porque contárselo a Shuhui es como contárselo a Leona. Casi todos saben de Liao. Me preguntó sobre tu reacción.;legit
5485;No llamamos como <#> veces oh. No nos des hipertensión oh.;legit
5486;No lo creo. No necesitas salir tan tarde un día de escuela. SOBRE TODO cuando la única clase que tienes es la que faltaste el miércoles pasado y probablemente reprobaste un examen el viernes.;legit
5487;No lo creo. Se apaga casi al azar a los 5 minutos de abrirlo.;legit
5488;No lo dudes. Sabes que es la segunda vez que tiene una debilidad como esa. Así que anota lo que comió e hizo el día anterior o si cambió algo el día anterior para asegurarnos de que no sea nada.;legit
5489;No lo entenderías;legit
5490;No lo había pensado... || Beber de barril y verter a las siete. || ¿Es ese el pub en Gas Street, cerca de Broad Street, junto al canal? || ¿De acuerdo?;legit
5491;No lo haré. Entonces, ¿qué pasa con los chicos?;legit
5492;No lo he enviado. Él me lo puede enviar.;legit
5493;No lo he hecho.;legit
5494;No lo intenté, y yo decidimos no salir.;legit
5495;No lo postergues mas, paga rapido y seguro tu recibo Movil aqui http://smvst.com/prevf90acfac31ae , evita cargo por reconexion de S/8.85;spam
5496;No lo sé exactamente ¿podrías preguntarle a chechi?;legit
5497;No lo sé lei... Como dun haf...;legit
5498;No lo sé papá, solo bebo leche.;legit
5499;No lo sé, no lo recuerdo, quizá. ¿A qué hora nos vemos mañana?;legit
5500;No lo sé, oh. Ojalá este mes.;legit
5501;No lo sé, pero estoy violando tipos en el póquer.;legit
5502;No lo sé. No le escribí mensajes últimamente.;legit
5503;No lo sé... Creo que mamá tiene pereza de salir... Aún no se lo he pedido.;legit
5504;No lo soy. Ella hizo playback con Shangela.;legit
5505;No lo vas a creer, pero es cierto. ¡Son mensajes increíbles! Responde a G ahora para aprender cosas realmente asombrosas que te dejarán boquiabierto. Desde O2FWD, solo 18p/mensaje.;spam
5506;No lo veo en la tienda online por eso pregunté.;legit
5507;No me concentraré, querida, sabes que eres mi mente y todo :-);legit
5508;No me des ese labio cavernícola;legit
5509;No me dispares. Estoy en la sala de espera del médico. :/;legit
5510;No me estás molestando pero tienes que confiar en mis respuestas. Por favor.;legit
5511;No me extraña... Porque no recuerdo haber visto un coche plateado... Pero creo que vi uno negro...;legit
5512;No me has perdido, siempre estaré aquí para ti. No quise lastimarte, pero nunca supe lo que sentías por mí cuando era un marine, y eso fue lo que intenté decirte, mamá. Me importas.;legit
5513;No me he quedado en el huerto en el coche de mi padre. Voy a cenar ahora. ¿Ves? ¿Están libres esta noche?;legit
5514;No me importa, ven aquí, no vas a escaparte de esta mierda dos veces seguidas.;legit
5515;No me importaría si no me extrañas o si no me necesitas... Pero realmente me lastimarás cuando me necesites y no me lo digas... Cuídate:-);legit
5516;No me interesa hacer eso.;legit
5517;No me jodas, pero no me sorprendió tanto, así que fui y pasé la noche con ese chico francés que conocí en la ciudad y tonteamos un poco, pero no le dejé que me follara.;legit
5518;No mires atrás, porque no tienes abrigo y no quiero que te enfermes más. ¡Vuelve rápido a casa y ponte un abrigo para ir al gimnasio!;legit
5519;NO MUCHO, NO HABÍA PELEAS. ¡¡FUE UNA BUENA NOCHE!!;legit
5520;No mucho, solo algunos mensajes. ¿Y tú?;legit
5521;No olvides que puedes realizar tantas solicitudes GRATUITAS como desees en 1stchoice.co.uk. Para más información, llama al 08707808226.;spam
5522;No olvides quién es tu dueño y de quién eres propiedad privada... Y sé mi buen chico siempre... *beso apasionado*;legit
5523;No pasa nada bueno. Adiós.;legit
5524;No patees a Coco cuando esté caído;legit
5525;"No pienses en ""Lo que tienes"", piensa en ""Cómo usar lo que tienes"", buen ni8";legit
5526;No pienso comprar más tarde. Ya revisé que Lido solo tenía 530 en la tarde. ¿Ya terminaste de trabajar?;legit
5527;No pierdas la oportunidad de ser un ganador. Juega Bitel Aventuras y participa en el sorteo de nuestros premios. Descarga nuestra app Mi Bitel y prueba tu suerte!. PlayStore: https://bitel.pe/2uTvjAR - App Store: https://apple.co/3aFs1G1;spam
5528;No pierdas la oportunidad de ser un ganador. Juega Bitel Aventuras y participa en el sorteo de nuestros premios. Descarga nuestra app Mi Bitel y prueba tu suerte!. PlayStore: https://bitel.pe/2uTvjAR - App Store: https://apple.co/3aFs1G1;spam
5529;No pierdas tu beca Pronabec. Revisa tu estado aquí: https://pronabec-becas.link;spam
5530;NO PIERDAS TU BONO DEL MES! Obten 30GB gratis x 6 meses. Paga S/9.0 mas por 10GB/mes + Bono. Mejora tu Plan aqui: http://smvst.com/capl1e1a71f90df7;spam
5531;No pierdas tu conexion! Durante el fin de semana! RECARGA desde S/5 y LLEVATE 30GB de INTERNET + Facebook, TikTok, YouTube y LLAMADAS ILIMITADAS x 3 DIAS.;spam
5532;No pierdas tu conexion! Inicia Julio comunicado! RECARGA SOLO HOY desde S/5 y OBTEN 30GB de INTERNET, TIKTOK, YOUTUBE, FACEBOOK y LLAMADAS ILIMITADAS x 3 DIAS!;spam
5533;No pierdas tu conexion! INICIA JUNIO CON TODO! RECARGA SOLO HOY desde 5 SOLES y LLEVATE 7 DIAS DE LLAMADAS ILIMITADAS A TODO EL PERU. Que esperas? Recarga YA!;spam
5534;No pierdas tu conexion! Promo hasta el Jueves! RECARGA desde S/5 y LLEVATE ADICIONAL 30GB de INTERNET + Facebook, TikTok, YouTube y LLAMADAS ILIMITADAS x 3 DIAS;spam
5535;No pierdas tu conexion! RECARGA HOY desde 5 SOLES y LLEVATE 7 DIAS DE LLAMADAS ILIMITADAS A TODO EL PERU. INICIA LA SEMANA CON TODO y sigue comunicado!;spam
5536;No pierdas tu conexion! RECARGA SOLO HOY desde S/3 y LLEVATE ADICIONAL 30GB de INTERNET + Facebook, TikTok, YouTube y LLAMADAS ILIMITADAS x 3 DIAS. Movistar;spam
5537;No pierdas tu conexion! Sigue Comunicado! RECARGA SOLO HOY desde 5 SOLES y LLEVATE 7 DIAS DE LLAMADAS ILIMITADAS A TODO EL PERU. Que esperas? Recarga YA!;spam
5538;No pierdas tu conexion! ULTIMAS HORAS! RECARGA desde S/5 y LLEVATE ADICIONAL 30GB de INTERNET + Facebook, TikTok, YouTube y LLAMADAS ILIMITADAS x 3 DIAS.;spam
5539;NO PIERDAS TU LINEA POR FALTA DE RECARGA! ULTIMAS HORAS DE PROMO. RECARGA desde S/3 y OBTEN 50GB de INTERNET + Facebook, Video y LLAMADAS ILIMITADAS x 5 DIAS!;spam
5540;NO PIERDAS TU LINEA x no recargar! CONECTATE recargando 3 SOLES y llevate 30GB para navegar ILIMITADO x 3 dias. Aprovecha este BONO ADICIONAL a tu recarga;spam
5541;NO PIERDAS TU LINEA! Evita la baja por no recargar en meses! RECARGA HOY desde S/3 y LLEVATE 50GB de INTERNET, TIKTOK, FACEBOOK y LLAMADAS ILIMITADAS x 5 DIAS!;spam
5542;NO PIERDAS TU LINEA! POR FIN DE SEMANA! RECARGA desde S/3 y LLEVA 50GB de INTERNET + Facebook, TikTok, YouTube y LLAMADAS ILIMITADAS x 5 DIAS GRATIS.;spam
5543;No pierdas tu linea! Promo especial para ti! Llevate 5 DIAS de TODO ILIMITADO: Redes Sociales, Video, LLAMADAS y MAS recargando desde S/3. Mantente conectado!;spam
5544;No pierdas tu linea. EVITALO! TE DAMOS ADICIONAL 50GB de INTERNET para TODOS TUS APLICATIVOS + LLAMADAS ILIMITADAS x 5 DIAS RECARGANDO HOY desde S/5. Aprovecha!;spam
5545;No pierdas tu premio sorpresa. Quedan pocas unidades;spam
5546;No pierdas tu premio sorpresa. Quedan pocas unidades.;spam
5547;No pierdas tus 107.43 GB no utilizados. Sigue disfrutando de Bitel pagando tu servicio hasta 28/05/2025 y evita perder los datos restantes de tu plan. Realiza tu pago aqui https://bitel.pe/pagos o a traves de la App https://bitel.pe/pagosApp;spam
5548;No pongas tu teléfono en modo silencioso, ¿ok?;legit
5549;No por posesión, especialmente si es la primera vez que se incurre en una infracción.;legit
5550;No pude decir que no, ya que es un hombre moribundo y me siento triste por él, así que iré y solo quería que supieras que probablemente me iré hasta tarde en la noche.;legit
5551;No puedo ahora mismo, tengo que contactar a la gente primero.;legit
5552;No puedo asumir ningún papel importante en la extensión comunitaria. Me encantas.;legit
5553;No puedo ayudarte en eso, nunca he tenido un iPhone.;legit
5554;No puedo contestar el teléfono ahora mismo. Por favor, envía un mensaje.;legit
5555;No puedo creer cuánto me apetecía verte todos los días. Sé que harás todo lo posible por llegar a mí, cariño. Iré a dar mi clase a medianoche.;legit
5556;No puedo creer que te haya dicho tantas cosas esta mañana cuando solo quería decirte buenos días, ¡te quiero! Que tengas una hermosa mañana. Nos vemos luego en la biblioteca.;legit
5557;No puedo describir lo afortunado que eres de que esté despierto al mediodía.;legit
5558;No puedo hablar ahora. ¿Todo bien?;legit
5559;No puedo hablar contigo ahora. Te llamaré cuando pueda. No sigas llamando.;legit
5560;No puedo hablar porque el móvil tiene un problema. Puedo escucharte, pero tú no puedes escuchar mi voz. Así que te llamo más tarde.;legit
5561;No puedo hablar. Llámame luego.;legit
5562;No puedo hacer nada;legit
5563;No puedo ir esta noche;legit
5564;No puedo pensar en nadie que tenga *habitación libre* en este momento.;legit
5565;No puedo seguir con esto. Nunca fue mi intención echarte, pero si prefieres hacerlo en lugar de mantener la habitación limpia para que *yo* no tenga que decir que no a las visitas, quizás sea la mejor opción. Sí, quería que te sintieras avergonzada, para que quizás sintieras por una vez lo que siento cuando tengo una amiga que quiere comprar algo y tengo que decirle que no, como me pasó esta mañana. Lo he intentado todo. No sé qué más hacer.;legit
5566;No puedo seguir hablando con la gente si no estoy seguro de poder pagarles si aceptan el precio. Así que, por favor, dime qué quieres comprar realmente y cuánto estás dispuesto a pagar.;legit
5567;No puedo. Tengo náuseas. Estoy muy cabreada. No comí dulces en toda la semana porque hoy iba a darme un atracón. Estuve a dieta toda la semana. Y ahora no tengolegitbre :/;legit
5568;No que yo sepa, la mayoría de la gente aquí todavía está fuera de la ciudad.;legit
5569;NO QUEMES RESIDUOS VEGETALES NI ARBUSTOS (RASTROJOS), YA QUE EL FUEGO PUEDE SALIRSE DE CONTROL. DEFENSA CIVIL, TAREA DE TODOS;legit
5570;No querida, estaba durmiendo :-P;legit
5571;No quiero escuchar nada;legit
5572;No quiero hablar contigo;legit
5573;No quiero oír filosofía. Solo di lo que pasó.;legit
5574;No quiero que te vayas. Pero apenas hago lo que puedo para mantener la cordura. Pelear contigo constantemente no ayuda.;legit
5575;No recibí tu mensaje completo. Falta algún texto. Envíalo de nuevo.;legit
5576;No recibirás más mensajes del servicio de chat. Para recibir servicios de Hardcore GRATIS, envía un mensaje de texto al 69988. Si no recibes nada, verifica tu edad con tu red e inténtalo de nuevo.;spam
5577;No sabes lo terca que soy. Ni siquiera quería ir al hospital. Le decía a Mark que no soy una cobarde. Los hospitales son para cobardes.;legit
5578;No sabes que me jabo abi.;legit
5579;No sé hasta cuando... Vamos a aprender pilates...;legit
5580;No se me ocurre nada. Ayúdame a comprar una percha. ¿Tu portátil no pesa?;legit
5581;No sé muy bien qué hacer. Sigo sin poder contactar con nadie. Podría pasar a recogerte sobre las 19:30 y ver si están en el bar.;legit
5582;No sé nada de nada o diría o preguntaría algo útil, pero si quieres puedes fingir que lo sé y enviarme un mensaje de texto con lo que sea en respuesta al hipotético huagauahahuagahyuhagga.;legit
5583;No sé por qué no recibe tus mensajes.;legit
5584;No se pueden usar sellos extranjeros en este país. ¡Buena charla!;legit
5585;No se pueden utilizar sellos extranjeros en este país.;legit
5586;No sé qué es lo que me dijo. Ok señor...;legit
5587;No sé qué hacer para salir de esto, solo hago preguntas como esta, no me malinterpreten.;legit
5588;No sé si es compatible con AS y SRT, creo. Creo que la PS3 también puede reproducir por USB.;legit
5589;No sé si son puntuables;legit
5590;No sé si traes algo de comida.;legit
5591;No sé, ¿debería conducir porque voy a la escuela una hora antes?;legit
5592;No sé, cierran o no... Soy un fan mío...;legit
5593;No sé, él nunca lo dijo...;legit
5594;No sé, el próximo show después del 6 es 850. Toa payoh tiene 650.;legit
5595;No sé, está en tus genes o algo así.;legit
5596;No sé, Lei... Podría estar comiendo con mis amigos... Si quiero comer, espero 4 minutos.;legit
5597;No sé, me preguntas.;legit
5598;No sé, mi papá dijo que venía a casa para traernos el almuerzo. Sí, voy a Wu Lor. Te llamo cuando llegue a la escuela, Lor...;legit
5599;No sé, porque llegué muy tarde y cuando llegué ya estaban dentro... Pero comimos espaguetis, señor... Son las chicas las que se ríen de mí, señor...;legit
5600;No sé, pregúntale a mi hermano. No hay problema. Solo se lo dije.;legit
5601;No sé, siempre pasa lo mismo, entra en pánico y empieza a hablar de que no es lo suficientemente bueno ‰Û_;legit
5602;"No sé, solo dijo ""ve al Lido"". Son las 9:30.";legit
5603;No sé, solo pregunto porque tengo una tarjeta con un 20% de descuento para un salón llamado Hair Sense, así que pensé que era el que te cortaba el pelo.;legit
5604;No sé, ya lo decidí. ¿Qué tal Leona? Uy, Ben le va a escribir.;legit
5605;No sé. Estoy aquí sentado en el estacionamiento de una tienda ahora mismo, llorando a mares porque siento que soy un fracaso en todo. Nadie me quiere y ahora siento que te estoy fallando.;legit
